"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,North Dakota,2018,15,135,14,17,22.96,10.37,12.59
States,Ohio,2018,15,2488,139,321,18.49,5.59,12.9
States,Oklahoma,2018,15,180,0,2,1.11,0,1.11
States,Oregon,2018,15,390,11,38,12.56,2.82,9.74
States,Pennsylvania,2018,15,445,18,29,10.56,4.04,6.52
States,Rhode Island,2018,15,X,X,X,X,X,X
States,South Carolina,2018,15,318,3,15,5.66,0.94,4.72
States,South Dakota,2018,15,66,2,1,4.55,3.03,1.52
States,Tennessee,2018,15,141,7,5,8.51,4.96,3.55
States,Texas,2018,15,1219,7,27,2.79,0.57,2.21
States,Utah,2018,15,696,18,19,5.32,2.59,2.73
States,Vermont,2018,15,217,11,26,17.05,5.07,11.98
States,Virginia,2018,15,442,23,34,12.9,5.2,7.69
States,Washington,2018,15,1137,39,92,11.52,3.43,8.09
States,West Virginia,2018,15,684,5,66,10.38,0.73,9.65
States,Wisconsin,2018,15,1686,55,277,19.69,3.26,16.43
States,Wyoming,2018,15,X,X,X,X,X,X
States,Puerto Rico,2018,15,0,0,0,0,0,0
States,Virgin Islands,2018,15,X,X,X,X,X,X
States,New York City,2018,15,X,X,X,X,X,X
States,Alabama,2018,16,361,1,7,2.22,0.28,1.94
States,Alaska,2018,16,11,1,1,18.18,9.09,9.09
States,Arizona,2018,16,220,0,8,3.64,0,3.64
States,Arkansas,2018,16,96,1,1,2.08,1.04,1.04
States,California,2018,16,568,8,11,3.35,1.41,1.94
States,Colorado,2018,16,505,14,20,6.73,2.77,3.96
States,Connecticut,2018,16,567,17,40,10.05,3,7.05
States,Delaware,2018,16,83,1,3,4.82,1.2,3.61
States,District of Columbia,2018,16,X,X,X,X,X,X
States,Florida,2018,16,X,X,X,X,X,X
States,Georgia,2018,16,491,5,7,2.44,1.02,1.43
States,Hawaii,2018,16,128,0,1,0.78,0,0.78
States,Idaho,2018,16,67,2,2,5.97,2.99,2.99
States,Illinois,2018,16,283,2,28,10.6,0.71,9.89
States,Indiana,2018,16,232,3,20,9.91,1.29,8.62
States,Iowa,2018,16,225,7,19,11.56,3.11,8.44
States,Kansas,2018,16,60,0,1,1.67,0,1.67
States,Kentucky,2018,16,384,2,11,3.39,0.52,2.86
States,Louisiana,2018,16,274,3,2,1.82,1.09,0.73
States,Maine,2018,16,104,9,18,25.96,8.65,17.31
States,Maryland,2018,16,235,5,31,15.32,2.13,13.19
States,Massachusetts,2018,16,675,28,62,13.33,4.15,9.19
States,Michigan,2018,16,1421,55,166,15.55,3.87,11.68
States,Minnesota,2018,16,433,10,45,12.7,2.31,10.39
States,Mississippi,2018,16,21,0,0,0,0,0
States,Missouri,2018,16,615,7,14,3.41,1.14,2.28
States,Montana,2018,16,137,2,12,10.22,1.46,8.76
States,Nebraska,2018,16,118,10,4,11.86,8.47,3.39
States,Nevada,2018,16,16,1,1,12.5,6.25,6.25
States,New Hampshire,2018,16,X,X,X,X,X,X
States,New Jersey,2018,16,X,X,X,X,X,X
States,New Mexico,2018,16,301,2,10,3.99,0.66,3.32
States,New York,2018,16,1916,111,66,9.24,5.79,3.44
States,North Carolina,2018,16,261,3,11,5.36,1.15,4.21
States,North Dakota,2018,16,114,5,21,22.81,4.39,18.42
States,Ohio,2018,16,2215,90,228,14.36,4.06,10.29
States,Oklahoma,2018,16,168,0,3,1.79,0,1.79
States,Oregon,2018,16,204,8,23,15.2,3.92,11.27
States,Pennsylvania,2018,16,360,9,17,7.22,2.5,4.72
States,Rhode Island,2018,16,X,X,X,X,X,X
States,South Carolina,2018,16,265,2,9,4.15,0.75,3.4
States,South Dakota,2018,16,35,1,1,5.71,2.86,2.86
States,Tennessee,2018,16,136,3,6,6.62,2.21,4.41
States,Texas,2018,16,1132,1,20,1.86,0.09,1.77
States,Utah,2018,16,504,8,10,3.57,1.59,1.98
States,Vermont,2018,16,223,11,24,15.7,4.93,10.76
States,Virginia,2018,16,440,25,37,14.09,5.68,8.41
States,Washington,2018,16,814,20,59,9.71,2.46,7.25
States,West Virginia,2018,16,674,6,39,6.68,0.89,5.79
States,Wisconsin,2018,16,1333,18,206,16.8,1.35,15.45
States,Wyoming,2018,16,X,X,X,X,X,X
States,Puerto Rico,2018,16,0,0,0,0,0,0
States,Virgin Islands,2018,16,X,X,X,X,X,X
States,New York City,2018,16,X,X,X,X,X,X
States,Alabama,2018,17,329,2,5,2.13,0.61,1.52
States,Alaska,2018,17,X,X,X,X,X,X
States,Arizona,2018,17,219,1,9,4.57,0.46,4.11
States,Arkansas,2018,17,77,0,1,1.3,0,1.3
States,California,2018,17,689,15,12,3.92,2.18,1.74
States,Colorado,2018,17,469,15,15,6.4,3.2,3.2
States,Connecticut,2018,17,535,7,28,6.54,1.31,5.23
States,Delaware,2018,17,62,2,2,6.45,3.23,3.23
States,District of Columbia,2018,17,X,X,X,X,X,X
States,Florida,2018,17,X,X,X,X,X,X
States,Georgia,2018,17,480,4,10,2.92,0.83,2.08
States,Hawaii,2018,17,160,1,3,2.5,0.63,1.88
States,Idaho,2018,17,39,0,3,7.69,0,7.69
States,Illinois,2018,17,240,2,19,8.75,0.83,7.92
States,Indiana,2018,17,177,4,6,5.65,2.26,3.39
States,Iowa,2018,17,211,3,8,5.21,1.42,3.79
States,Kansas,2018,17,52,0,2,3.85,0,3.85
States,Kentucky,2018,17,344,3,5,2.33,0.87,1.45
States,Louisiana,2018,17,273,2,1,1.1,0.73,0.37
States,Maine,2018,17,90,2,11,14.44,2.22,12.22
States,Maryland,2018,17,183,2,20,12.02,1.09,10.93
States,Massachusetts,2018,17,556,26,35,10.97,4.68,6.29
States,Michigan,2018,17,1249,35,123,12.65,2.8,9.85
States,Minnesota,2018,17,372,10,34,11.83,2.69,9.14
States,Mississippi,2018,17,20,0,0,0,0,0
States,Missouri,2018,17,510,4,10,2.75,0.78,1.96
States,Montana,2018,17,117,2,3,4.27,1.71,2.56
States,Nebraska,2018,17,114,10,3,11.4,8.77,2.63
States,Nevada,2018,17,12,1,0,8.33,8.33,0
States,New Hampshire,2018,17,X,X,X,X,X,X
States,New Jersey,2018,17,X,X,X,X,X,X
States,New Mexico,2018,17,166,3,12,9.04,1.81,7.23
States,New York,2018,17,1728,76,68,8.33,4.4,3.94
States,North Carolina,2018,17,219,4,13,7.76,1.83,5.94
States,North Dakota,2018,17,112,8,11,16.96,7.14,9.82
States,Ohio,2018,17,1898,62,169,12.17,3.27,8.9
States,Oklahoma,2018,17,176,1,2,1.7,0.57,1.14
States,Oregon,2018,17,198,9,21,15.15,4.55,10.61
States,Pennsylvania,2018,17,295,7,14,7.12,2.37,4.75
States,Rhode Island,2018,17,X,X,X,X,X,X
States,South Carolina,2018,17,250,3,4,2.8,1.2,1.6
States,South Dakota,2018,17,43,0,1,2.33,0,2.33
States,Tennessee,2018,17,110,0,4,3.64,0,3.64
States,Texas,2018,17,1000,6,13,1.9,0.6,1.3
States,Utah,2018,17,445,7,11,4.04,1.57,2.47
States,Vermont,2018,17,157,8,15,14.65,5.1,9.55
States,Virginia,2018,17,452,5,13,3.98,1.11,2.88
States,Washington,2018,17,758,22,40,8.18,2.9,5.28
States,West Virginia,2018,17,582,3,55,9.97,0.52,9.45
States,Wisconsin,2018,17,1130,17,133,13.27,1.5,11.77
States,Wyoming,2018,17,X,X,X,X,X,X
States,Puerto Rico,2018,17,0,0,0,0,0,0
States,Virgin Islands,2018,17,X,X,X,X,X,X
States,New York City,2018,17,X,X,X,X,X,X
States,Alabama,2018,18,302,2,6,2.65,0.66,1.99
States,Alaska,2018,18,16,0,0,0,0,0
States,Arizona,2018,18,204,2,7,4.41,0.98,3.43
States,Arkansas,2018,18,58,0,0,0,0,0
States,California,2018,18,621,5,6,1.77,0.81,0.97
States,Colorado,2018,18,390,14,7,5.38,3.59,1.79
States,Connecticut,2018,18,447,3,10,2.91,0.67,2.24
States,Delaware,2018,18,49,2,2,8.16,4.08,4.08
States,District of Columbia,2018,18,X,X,X,X,X,X
States,Florida,2018,18,X,X,X,X,X,X
States,Georgia,2018,18,447,3,4,1.57,0.67,0.89
States,Hawaii,2018,18,150,0,1,0.67,0,0.67
States,Idaho,2018,18,37,0,1,2.7,0,2.7
States,Illinois,2018,18,190,4,14,9.47,2.11,7.37
States,Indiana,2018,18,162,2,4,3.7,1.23,2.47
States,Iowa,2018,18,148,1,5,4.05,0.68,3.38
States,Kansas,2018,18,62,1,0,1.61,1.61,0
States,Kentucky,2018,18,331,1,4,1.51,0.3,1.21
States,Louisiana,2018,18,208,0,1,0.48,0,0.48
States,Maine,2018,18,57,3,7,17.54,5.26,12.28
States,Maryland,2018,18,162,1,12,8.02,0.62,7.41
States,Massachusetts,2018,18,446,6,27,7.4,1.35,6.05
States,Michigan,2018,18,1111,32,100,11.88,2.88,9
States,Minnesota,2018,18,244,7,13,8.2,2.87,5.33
States,Mississippi,2018,18,23,0,1,4.35,0,4.35
States,Missouri,2018,18,464,6,12,3.88,1.29,2.59
States,Montana,2018,18,110,0,9,8.18,0,8.18
States,Nebraska,2018,18,93,6,4,10.75,6.45,4.3
States,Nevada,2018,18,11,0,1,9.09,0,9.09
States,New Hampshire,2018,18,X,X,X,X,X,X
States,New Jersey,2018,18,X,X,X,X,X,X
States,New Mexico,2018,18,224,1,3,1.79,0.45,1.34
States,New York,2018,18,1609,53,30,5.16,3.29,1.86
States,North Carolina,2018,18,183,1,5,3.28,0.55,2.73
States,North Dakota,2018,18,104,7,9,15.38,6.73,8.65
States,Ohio,2018,18,1632,54,112,10.17,3.31,6.86
States,Oklahoma,2018,18,163,0,0,0,0,0
States,Oregon,2018,18,90,0,5,5.56,0,5.56
States,Pennsylvania,2018,18,298,11,15,8.72,3.69,5.03
States,Rhode Island,2018,18,X,X,X,X,X,X
States,South Carolina,2018,18,249,4,3,2.81,1.61,1.2
States,South Dakota,2018,18,42,2,0,4.76,4.76,0
States,Tennessee,2018,18,78,1,2,3.85,1.28,2.56
States,Texas,2018,18,891,3,10,1.46,0.34,1.12
States,Utah,2018,18,434,8,4,2.76,1.84,0.92
States,Vermont,2018,18,89,1,3,4.49,1.12,3.37
States,Virginia,2018,18,314,1,11,3.82,0.32,3.5
States,Washington,2018,18,655,9,15,3.66,1.37,2.29
States,West Virginia,2018,18,613,8,37,7.34,1.31,6.04
States,Wisconsin,2018,18,991,22,107,13.02,2.22,10.8
States,Wyoming,2018,18,X,X,X,X,X,X
States,Puerto Rico,2018,18,0,0,0,0,0,0
States,Virgin Islands,2018,18,X,X,X,X,X,X
States,New York City,2018,18,X,X,X,X,X,X
States,Alabama,2018,19,265,1,1,0.75,0.38,0.38
States,Alaska,2018,19,X,X,X,X,X,X
States,Arizona,2018,19,207,1,2,1.45,0.48,0.97
States,Arkansas,2018,19,61,0,0,0,0,0
States,California,2018,19,553,1,2,0.54,0.18,0.36
States,Colorado,2018,19,358,5,4,2.51,1.4,1.12
States,Connecticut,2018,19,336,1,5,1.79,0.3,1.49
States,Delaware,2018,19,26,1,0,3.85,3.85,0
States,District of Columbia,2018,19,X,X,X,X,X,X
States,Florida,2018,19,X,X,X,X,X,X
States,Georgia,2018,19,375,2,6,2.13,0.53,1.6
States,Hawaii,2018,19,108,0,1,0.93,0,0.93
States,Idaho,2018,19,32,0,0,0,0,0
States,Illinois,2018,19,205,2,7,4.39,0.98,3.41
States,Indiana,2018,19,131,0,2,1.53,0,1.53
States,Iowa,2018,19,138,1,5,4.35,0.72,3.62
States,Kansas,2018,19,47,0,0,0,0,0
States,Kentucky,2018,19,318,0,5,1.57,0,1.57
States,Louisiana,2018,19,213,2,3,2.35,0.94,1.41
States,Maine,2018,19,53,1,0,1.89,1.89,0
States,Maryland,2018,19,126,1,8,7.14,0.79,6.35
States,Massachusetts,2018,19,335,2,10,3.58,0.6,2.99
States,Michigan,2018,19,872,9,80,10.21,1.03,9.17
States,Minnesota,2018,19,252,3,8,4.37,1.19,3.17
States,Mississippi,2018,19,17,0,0,0,0,0
States,Missouri,2018,19,497,2,2,0.8,0.4,0.4
States,Montana,2018,19,99,2,3,5.05,2.02,3.03
States,Nebraska,2018,19,70,1,1,2.86,1.43,1.43
States,Nevada,2018,19,14,2,0,14.29,14.29,0
States,New Hampshire,2018,19,X,X,X,X,X,X
States,New Jersey,2018,19,X,X,X,X,X,X
States,New Mexico,2018,19,213,1,3,1.88,0.47,1.41
States,New York,2018,19,1498,31,34,4.34,2.07,2.27
States,North Carolina,2018,19,145,0,3,2.07,0,2.07
States,North Dakota,2018,19,70,3,11,20,4.29,15.71
States,Ohio,2018,19,1310,20,54,5.65,1.53,4.12
States,Oklahoma,2018,19,153,0,1,0.65,0,0.65
States,Oregon,2018,19,75,0,3,4,0,4
States,Pennsylvania,2018,19,234,3,5,3.42,1.28,2.14
States,Rhode Island,2018,19,X,X,X,X,X,X
States,South Carolina,2018,19,225,1,5,2.67,0.44,2.22
States,South Dakota,2018,19,41,0,0,0,0,0
States,Tennessee,2018,19,85,2,5,8.24,2.35,5.88
States,Texas,2018,19,777,5,5,1.29,0.64,0.64
States,Utah,2018,19,402,3,2,1.24,0.75,0.5
States,Vermont,2018,19,87,0,4,4.6,0,4.6
States,Virginia,2018,19,217,0,3,1.38,0,1.38
States,Washington,2018,19,532,8,14,4.14,1.5,2.63
States,West Virginia,2018,19,502,3,20,4.58,0.6,3.98
States,Wisconsin,2018,19,893,10,55,7.28,1.12,6.16
States,Wyoming,2018,19,X,X,X,X,X,X
States,Puerto Rico,2018,19,0,0,0,0,0,0
States,Virgin Islands,2018,19,X,X,X,X,X,X
States,New York City,2018,19,X,X,X,X,X,X
States,Alabama,2018,20,243,0,0,0,0,0
States,Alaska,2018,20,X,X,X,X,X,X
States,Arizona,2018,20,160,0,0,0,0,0
States,Arkansas,2018,20,50,0,0,0,0,0
States,California,2018,20,519,2,5,1.35,0.39,0.96
States,Colorado,2018,20,325,3,3,1.85,0.92,0.92
States,Connecticut,2018,20,364,1,3,1.1,0.27,0.82
States,Delaware,2018,20,23,0,0,0,0,0
States,District of Columbia,2018,20,X,X,X,X,X,X
States,Florida,2018,20,X,X,X,X,X,X
States,Georgia,2018,20,353,2,6,2.27,0.57,1.7
States,Hawaii,2018,20,112,0,2,1.79,0,1.79
States,Idaho,2018,20,23,0,1,4.35,0,4.35
States,Illinois,2018,20,147,1,3,2.72,0.68,2.04
States,Indiana,2018,20,132,2,2,3.03,1.52,1.52
States,Iowa,2018,20,97,0,0,0,0,0
States,Kansas,2018,20,43,0,0,0,0,0
States,Kentucky,2018,20,305,0,1,0.33,0,0.33
States,Louisiana,2018,20,189,0,1,0.53,0,0.53
States,Maine,2018,20,29,3,2,17.24,10.34,6.9
States,Maryland,2018,20,140,8,15,16.43,5.71,10.71
States,Massachusetts,2018,20,316,8,5,4.11,2.53,1.58
States,Michigan,2018,20,700,4,24,4,0.57,3.43
States,Minnesota,2018,20,190,0,7,3.68,0,3.68
States,Mississippi,2018,20,12,0,0,0,0,0
States,Missouri,2018,20,411,2,1,0.73,0.49,0.24
States,Montana,2018,20,67,0,0,0,0,0
States,Nebraska,2018,20,69,0,0,0,0,0
States,Nevada,2018,20,14,0,1,7.14,0,7.14
States,New Hampshire,2018,20,X,X,X,X,X,X
States,New Jersey,2018,20,X,X,X,X,X,X
States,New Mexico,2018,20,172,0,0,0,0,0
States,New York,2018,20,1360,22,13,2.57,1.62,0.96
States,North Carolina,2018,20,167,1,0,0.6,0.6,0
States,North Dakota,2018,20,87,3,5,9.2,3.45,5.75
States,Ohio,2018,20,1083,19,20,3.6,1.75,1.85
States,Oklahoma,2018,20,147,0,0,0,0,0
States,Oregon,2018,20,47,1,0,2.13,2.13,0
States,Pennsylvania,2018,20,208,1,3,1.92,0.48,1.44
States,Rhode Island,2018,20,X,X,X,X,X,X
States,South Carolina,2018,20,173,0,1,0.58,0,0.58
States,South Dakota,2018,20,40,0,1,2.5,0,2.5
States,Tennessee,2018,20,79,2,4,7.59,2.53,5.06
States,Texas,2018,20,685,4,7,1.61,0.58,1.02
States,Utah,2018,20,366,1,2,0.82,0.27,0.55
States,Vermont,2018,20,42,0,0,0,0,0
States,Virginia,2018,20,163,0,0,0,0,0
States,Washington,2018,20,428,3,4,1.64,0.7,0.93
States,West Virginia,2018,20,456,3,12,3.29,0.66,2.63
States,Wisconsin,2018,20,587,7,25,5.45,1.19,4.26
States,Wyoming,2018,20,X,X,X,X,X,X
States,Puerto Rico,2018,20,0,0,0,0,0,0
States,Virgin Islands,2018,20,X,X,X,X,X,X
States,New York City,2018,20,X,X,X,X,X,X
States,Alabama,2018,21,248,0,0,0,0,0
States,Alaska,2018,21,X,X,X,X,X,X
States,Arizona,2018,21,135,0,2,1.48,0,1.48
States,Arkansas,2018,21,68,1,0,1.47,1.47,0
States,California,2018,21,430,5,3,1.86,1.16,0.7
States,Colorado,2018,21,272,0,3,1.1,0,1.1
States,Connecticut,2018,21,297,3,2,1.68,1.01,0.67
States,Delaware,2018,21,14,0,0,0,0,0
States,District of Columbia,2018,21,X,X,X,X,X,X
States,Florida,2018,21,X,X,X,X,X,X
States,Georgia,2018,21,294,0,4,1.36,0,1.36
States,Hawaii,2018,21,112,0,6,5.36,0,5.36
States,Idaho,2018,21,X,X,X,X,X,X
States,Illinois,2018,21,135,1,2,2.22,0.74,1.48
States,Indiana,2018,21,95,0,0,0,0,0
States,Iowa,2018,21,76,0,0,0,0,0
States,Kansas,2018,21,45,0,0,0,0,0
States,Kentucky,2018,21,265,1,0,0.38,0.38,0
States,Louisiana,2018,21,122,1,1,1.64,0.82,0.82
States,Maine,2018,21,19,1,0,5.26,5.26,0
States,Maryland,2018,21,38,1,0,2.63,2.63,0
States,Massachusetts,2018,21,276,3,1,1.45,1.09,0.36
States,Michigan,2018,21,589,1,12,2.21,0.17,2.04
States,Minnesota,2018,21,234,2,7,3.85,0.85,2.99
States,Mississippi,2018,21,11,0,0,0,0,0
States,Missouri,2018,21,384,1,4,1.3,0.26,1.04
States,Montana,2018,21,72,0,0,0,0,0
States,Nebraska,2018,21,80,0,0,0,0,0
States,Nevada,2018,21,X,X,X,X,X,X
States,New Hampshire,2018,21,X,X,X,X,X,X
States,New Jersey,2018,21,X,X,X,X,X,X
States,New Mexico,2018,21,115,0,1,0.87,0,0.87
States,New York,2018,21,1209,11,3,1.16,0.91,0.25
States,North Carolina,2018,21,178,0,4,2.25,0,2.25
States,North Dakota,2018,21,47,0,1,2.13,0,2.13
States,Ohio,2018,21,973,10,12,2.26,1.03,1.23
States,Oklahoma,2018,21,142,0,0,0,0,0
States,Oregon,2018,21,66,1,2,4.55,1.52,3.03
States,Pennsylvania,2018,21,197,2,3,2.54,1.02,1.52
States,Rhode Island,2018,21,X,X,X,X,X,X
States,South Carolina,2018,21,159,0,0,0,0,0
States,South Dakota,2018,21,45,0,0,0,0,0
States,Tennessee,2018,21,64,0,4,6.25,0,6.25
States,Texas,2018,21,653,0,3,0.46,0,0.46
States,Utah,2018,21,374,2,1,0.8,0.53,0.27
States,Vermont,2018,21,40,1,0,2.5,2.5,0
States,Virginia,2018,21,162,0,0,0,0,0
States,Washington,2018,21,396,3,4,1.77,0.76,1.01
States,West Virginia,2018,21,438,0,6,1.37,0,1.37
States,Wisconsin,2018,21,465,2,7,1.94,0.43,1.51
States,Wyoming,2018,21,X,X,X,X,X,X
States,Puerto Rico,2018,21,0,0,0,0,0,0
States,Virgin Islands,2018,21,X,X,X,X,X,X
States,New York City,2018,21,X,X,X,X,X,X
States,Alabama,2018,22,207,0,0,0,0,0
States,Alaska,2018,22,X,X,X,X,X,X
States,Arizona,2018,22,157,0,5,3.18,0,3.18
States,Arkansas,2018,22,45,0,0,0,0,0
States,California,2018,22,407,2,0,0.49,0.49,0
States,Colorado,2018,22,235,0,1,0.43,0,0.43
States,Connecticut,2018,22,284,0,3,1.06,0,1.06
States,Delaware,2018,22,15,0,0,0,0,0
States,District of Columbia,2018,22,X,X,X,X,X,X
States,Florida,2018,22,X,X,X,X,X,X
States,Georgia,2018,22,313,1,5,1.92,0.32,1.6
States,Hawaii,2018,22,112,2,3,4.46,1.79,2.68
States,Idaho,2018,22,X,X,X,X,X,X
States,Illinois,2018,22,120,0,1,0.83,0,0.83
States,Indiana,2018,22,93,0,0,0,0,0
States,Iowa,2018,22,74,0,0,0,0,0
States,Kansas,2018,22,X,X,X,X,X,X
States,Kentucky,2018,22,228,0,0,0,0,0
States,Louisiana,2018,22,115,1,0,0.87,0.87,0
States,Maine,2018,22,X,X,X,X,X,X
States,Maryland,2018,22,46,0,0,0,0,0
States,Massachusetts,2018,22,261,1,0,0.38,0.38,0
States,Michigan,2018,22,497,0,3,0.6,0,0.6
States,Minnesota,2018,22,201,0,6,2.99,0,2.99
States,Mississippi,2018,22,X,X,X,X,X,X
States,Missouri,2018,22,393,0,0,0,0,0
States,Montana,2018,22,55,0,0,0,0,0
States,Nebraska,2018,22,62,0,0,0,0,0
States,Nevada,2018,22,X,X,X,X,X,X
States,New Hampshire,2018,22,X,X,X,X,X,X
States,New Jersey,2018,22,X,X,X,X,X,X
States,New Mexico,2018,22,125,0,0,0,0,0
States,New York,2018,22,1166,10,1,0.94,0.86,0.09
States,North Carolina,2018,22,147,0,0,0,0,0
States,North Dakota,2018,22,48,0,1,2.08,0,2.08
States,Ohio,2018,22,893,0,0,0,0,0
States,Oklahoma,2018,22,130,0,0,0,0,0
States,Oregon,2018,22,41,0,0,0,0,0
States,Pennsylvania,2018,22,80,1,1,2.5,1.25,1.25
States,Rhode Island,2018,22,X,X,X,X,X,X
States,South Carolina,2018,22,174,0,1,0.57,0,0.57
States,South Dakota,2018,22,26,0,0,0,0,0
States,Tennessee,2018,22,62,0,3,4.84,0,4.84
States,Texas,2018,22,622,3,1,0.64,0.48,0.16
States,Utah,2018,22,329,3,1,1.22,0.91,0.3
States,Vermont,2018,22,32,0,0,0,0,0
States,Virginia,2018,22,143,1,0,0.7,0.7,0
States,Washington,2018,22,328,0,1,0.3,0,0.3
States,West Virginia,2018,22,367,0,1,0.27,0,0.27
States,Wisconsin,2018,22,500,1,2,0.6,0.2,0.4
States,Wyoming,2018,22,X,X,X,X,X,X
States,Puerto Rico,2018,22,0,0,0,0,0,0
States,Virgin Islands,2018,22,X,X,X,X,X,X
States,New York City,2018,22,X,X,X,X,X,X
States,Alabama,2018,23,167,2,0,1.2,1.2,0
States,Alaska,2018,23,X,X,X,X,X,X
States,Arizona,2018,23,131,0,4,3.05,0,3.05
States,Arkansas,2018,23,60,0,1,1.67,0,1.67
States,California,2018,23,402,0,7,1.74,0,1.74
States,Colorado,2018,23,232,0,0,0,0,0
States,Connecticut,2018,23,254,0,1,0.39,0,0.39
States,Delaware,2018,23,X,X,X,X,X,X
States,District of Columbia,2018,23,X,X,X,X,X,X
States,Florida,2018,23,X,X,X,X,X,X
States,Georgia,2018,23,248,0,2,0.81,0,0.81
States,Hawaii,2018,23,84,0,3,3.57,0,3.57
States,Idaho,2018,23,X,X,X,X,X,X
States,Illinois,2018,23,94,0,2,2.13,0,2.13
States,Indiana,2018,23,92,2,1,3.26,2.17,1.09
States,Iowa,2018,23,88,0,0,0,0,0
States,Kansas,2018,23,42,0,0,0,0,0
States,Kentucky,2018,23,238,0,0,0,0,0
States,Louisiana,2018,23,101,0,0,0,0,0
States,Maine,2018,23,X,X,X,X,X,X
States,Maryland,2018,23,86,1,0,1.16,1.16,0
States,Massachusetts,2018,23,218,1,1,0.92,0.46,0.46
States,Michigan,2018,23,383,2,1,0.78,0.52,0.26
States,Minnesota,2018,23,140,0,2,1.43,0,1.43
States,Mississippi,2018,23,X,X,X,X,X,X
States,Missouri,2018,23,357,0,0,0,0,0
States,Montana,2018,23,77,0,0,0,0,0
States,Nebraska,2018,23,54,0,0,0,0,0
States,Nevada,2018,23,X,X,X,X,X,X
States,New Hampshire,2018,23,X,X,X,X,X,X
States,New Jersey,2018,23,X,X,X,X,X,X
States,New Mexico,2018,23,111,0,1,0.9,0,0.9
States,New York,2018,23,1139,3,1,0.35,0.26,0.09
States,North Carolina,2018,23,137,0,0,0,0,0
States,North Dakota,2018,23,40,1,0,2.5,2.5,0
States,Ohio,2018,23,674,5,2,1.04,0.74,0.3
States,Oklahoma,2018,23,118,0,0,0,0,0
States,Oregon,2018,23,64,0,0,0,0,0
States,Pennsylvania,2018,23,30,0,0,0,0,0
States,Rhode Island,2018,23,X,X,X,X,X,X
States,South Carolina,2018,23,164,1,0,0.61,0.61,0
States,South Dakota,2018,23,31,0,0,0,0,0
States,Tennessee,2018,23,41,0,3,7.32,0,7.32
States,Texas,2018,23,591,3,2,0.85,0.51,0.34
States,Utah,2018,23,354,0,0,0,0,0
States,Vermont,2018,23,19,0,0,0,0,0
States,Virginia,2018,23,146,0,1,0.68,0,0.68
States,Washington,2018,23,358,4,0,1.12,1.12,0
States,West Virginia,2018,23,282,0,1,0.35,0,0.35
States,Wisconsin,2018,23,418,0,0,0,0,0
States,Wyoming,2018,23,X,X,X,X,X,X
States,Puerto Rico,2018,23,0,0,0,0,0,0
States,Virgin Islands,2018,23,X,X,X,X,X,X
States,New York City,2018,23,X,X,X,X,X,X
States,Alabama,2018,24,157,0,0,0,0,0
States,Alaska,2018,24,X,X,X,X,X,X
States,Arizona,2018,24,107,0,3,2.8,0,2.8
States,Arkansas,2018,24,41,0,0,0,0,0
States,California,2018,24,350,0,1,0.29,0,0.29
States,Colorado,2018,24,217,1,0,0.46,0.46,0
States,Connecticut,2018,24,258,0,1,0.39,0,0.39
States,Delaware,2018,24,X,X,X,X,X,X
States,District of Columbia,2018,24,X,X,X,X,X,X
States,Florida,2018,24,X,X,X,X,X,X
States,Georgia,2018,24,230,0,3,1.3,0,1.3
States,Hawaii,2018,24,54,1,0,1.85,1.85,0
States,Idaho,2018,24,X,X,X,X,X,X
States,Illinois,2018,24,87,0,0,0,0,0
States,Indiana,2018,24,73,1,0,1.37,1.37,0
States,Iowa,2018,24,99,0,0,0,0,0
States,Kansas,2018,24,32,0,0,0,0,0
States,Kentucky,2018,24,208,0,0,0,0,0
States,Louisiana,2018,24,93,0,0,0,0,0
States,Maine,2018,24,X,X,X,X,X,X
States,Maryland,2018,24,68,0,0,0,0,0
States,Massachusetts,2018,24,214,0,0,0,0,0
States,Michigan,2018,24,339,0,0,0,0,0
States,Minnesota,2018,24,124,0,0,0,0,0
States,Mississippi,2018,24,X,X,X,X,X,X
States,Missouri,2018,24,305,0,0,0,0,0
States,Montana,2018,24,61,0,0,0,0,0
States,Nebraska,2018,24,37,0,0,0,0,0
States,Nevada,2018,24,X,X,X,X,X,X
States,New Hampshire,2018,24,X,X,X,X,X,X
States,New Jersey,2018,24,X,X,X,X,X,X
States,New Mexico,2018,24,74,0,0,0,0,0
States,New York,2018,24,1070,1,0,0.09,0.09,0
States,North Carolina,2018,24,126,0,0,0,0,0
States,North Dakota,2018,24,21,0,0,0,0,0
States,Ohio,2018,24,653,1,2,0.46,0.15,0.31
States,Oklahoma,2018,24,115,0,0,0,0,0
States,Oregon,2018,24,18,0,0,0,0,0
States,Pennsylvania,2018,24,55,0,0,0,0,0
States,Rhode Island,2018,24,X,X,X,X,X,X
States,South Carolina,2018,24,154,0,0,0,0,0
States,South Dakota,2018,24,48,0,0,0,0,0
States,Tennessee,2018,24,43,0,1,2.33,0,2.33
States,Texas,2018,24,581,1,1,0.34,0.17,0.17
States,Utah,2018,24,302,2,1,0.99,0.66,0.33
States,Vermont,2018,24,11,0,0,0,0,0
